entrezgene;avg(weighted);max(weighted)
9413;0.310173178816498;0.4457198002530674
27165;0.0248174072335755;0.050002103725744956
6302;0.368880273206919;0.3693311769313975
4284;0.049634814467151;0.050002103725744956
4704;0.441597096464058;0.4756870956620669
83729;0.408081418518509;0.7423239179423515
8608;0.810270820631226;1.2990668563991152
10966;0.156274025646564;0.15627402564656429
6904;0.729278786350633;0.7292787863506334
79672;0.364639393175316;0.3646393931753167
79755;0.312548051293128;0.31254805129312857
56270;0.104182683764376;0.1041826837643762
473;2.31423044335824;2.771887124242606
63976;1.41946786165951;1.9498845045536073
63036;0.24456889031602;0.2459965942427572
114827;0.48913778063204;0.4919931884855144
79180;0.293482668379224;0.2951959130913086
5546;0.295055589957961;0.33633725071396436
51093;0.502898302969767;0.7662276270777056
79590;0.355521612366385;0.6413657978682026
81875;0.509141609770479;0.9568992249690552
1382;0.344610582426509;0.39589840285717337
3068;0.260223438738744;0.32652569705650725
79054;0.793736707600163;1.3708533084348435
51256;1.10236864785626;1.7666154943710233
253714;0.326502712648153;0.9293426949100343
221322;0.465253966236569;0.5575256505147844
23245;0.217461355609045;0.31817557610664493
133;0.151390714000982;0.1598721119968573
3742;0.176638838585623;0.19027483826482677
5140;0.438059819343009;0.8472605140980082
2697;0.607417671444054;0.7521918545971723
5239;0.436418072851003;0.9275717623842789
3798;0.204562569576829;0.37116195897117576
127262;0.124788913651829;0.17677524354469518
9992;0.390219520074427;0.39138342996630504
1827;0.111491291449836;0.11182383713323
54102;0.055745645724918;0.055911918566615
79957;0.308418670447952;0.5025654331831777
11243;0.277818880448683;0.33633725071396436
9673;0.256153473833758;0.7055023776550229
4000;0.133849817888398;0.4465529716522257
56893;0.0735948455092867;0.12827315957364052
54865;0.937695317632627;1.143546652427479
149499;0.0723300091929145;0.1306102788226029
50651;0.910754957788963;1.4468886358758672
11330;0.293482668379224;0.2951959130913086
1953;0.133632385227632;0.28182879374000447
128240;1.07457659631114;1.339658914956677
55356;0.434699101389038;0.4346991013890387
128229;0.421112683797791;0.4708721509995501
7203;0.540952180697967;1.0206925066336587
84283;0.419271714857661;0.8979121170154836
6746;0.0538184986260355;0.25654631914728104
5568;0.55921455859879;0.7172405313825567
2395;1.93632677131864;2.943533002557436
11318;0.907899795503909;1.4202530961136661
9880;1.1262007344646;2.35369863265535
6866;1.09460286572821;2.954968106901817
4640;1.0485022527579;1.726045663947257
23306;2.41534088295872;3.812581034002129
4665;1.068966966782;1.670228815370291
6778;6.11499679397732;10.246319534022458
91419;0.174745529169229;0.2999581781728859
79837;0.106802302756929;0.18558097948558788
4141;0.360465129141084;0.5567429384567637
114785;0.247491498580074;0.37116195897117576
54578;0.360298525834087;0.737380139006732
116969;0.137690941293301;0.34200586642642605
64122;0.208365367528752;0.2083653675287524
136647;0.331985128416445;0.4120986980282328
140625;0.915649237383597;1.2374267048128662
121214;2.78793341395198;4.487685503924216
6773;0.227241044070368;0.22724104407036813
55092;2.65468413670299;2.6701812138713827
10690;0.142714719832008;0.300732701963633
79694;0.423833506391481;1.5491321570154526
81839;0.0559575537090873;0.10210587975538724
3626;0.583026923316167;1.9699787379345446
1649;0.244736064149837;0.37116195897117576
10540;0.253698143978405;0.6211410122334886
79783;1.10132752850209;1.3371886874584167
146712;1.14600952140813;1.146009521408138
797;0.723138258250565;0.9779613782127629
163259;0.0247022551775191;0.08578975467921611
283377;0.388697392932581;0.7028643672187045
284207;1.14600952140813;1.146009521408138
196403;0.0561328509655922;0.18558097948558788
22864;0.587861143003646;1.9699787379345446
3753;0.222982582899672;0.22364767426646
7262;0.229781100396412;0.23917228999861415
169693;0.0348868689488102;0.3577897332980844
386746;0.620053533181221;1.0260175992792784
6472;1.11022551906197;2.6764166738515014
11247;1.03982895178797;1.7317990242568537
5069;0.721446425736475;1.3167424575400146
128239;0.938206995399664;1.1544584361627648
116534;1.82444010568774;2.7208954316383553
5454;0.0491116367673309;0.04918527929138559
339766;0.490427154075127;1.268417803772842
246329;0.898786591953719;1.7317990242568537
56901;1.10834375132633;2.6764166738515014
120227;0.422744317150094;0.5198248721680171
114792;0.527936682767729;2.1558341345185226
375033;0.137724352522371;0.7017260983106405
164118;0.8199111501452;1.5835936114286935
116224;0.281505798985921;0.6527651748951762
10123;0.217595070859164;0.5926178218485095
387755;0.707701849125105;0.9751956135972375
375743;0.145502477671523;0.14550247767152322
391104;0.366692913152855;0.4441210075760967
64218;0.231707653208198;0.8293126616398478
4666;0.460301047894304;1.3133191586230297
84301;0.0978275561264081;0.09839863769710287
51592;0.201001029633885;0.2010010296338859
5557;0.38380507705614;1.4169264743919714
4914;0.211624497852073;0.6433349046429069
112770;0.504503325029636;1.0679515455142523
9646;0.403708570669284;0.4263256319916195
6526;1.28248239735651;1.397797964165375
6847;0.193512264538324;0.34315901871686444
23381;0.403560873262518;0.7696389574418431
4676;0.453925234268105;0.5130087996396392
54065;0.390219520074427;0.39138342996630504
4893;0.0481738759555348;0.17157950935843222
6248;0.048913778063204;0.049199318848551436
51032;0.24456889031602;0.2459965942427572
100287898;0.342206521227353;0.5241637508194649
101928147;0.334473874349509;0.33547151139969
58486;0.302781428001962;0.3197442239937146
115557;0.0392025622155774;0.14106212810360666
54600;0.319850078032675;0.4137762287677459
54658;0.456729028944445;1.1470357717882496
539;0.222982582899672;0.22364767426646
632;0.302707699616325;0.3787592440588905
54576;0.251501711941638;0.33102098301419675
54575;0.270789303595885;0.4137762287677459
388820;0.334473874349509;0.33547151139969
64968;1.61629118033923;1.722960559379863
54577;0.332890363465587;0.47903254259224887
54657;0.384169137191047;0.4965314745212951
92312;0.120317909656512;0.13453490028558573
10330;0.357160444095189;0.5501559933625007
100527963;0.277818880448683;0.33633725071396436
54659;0.394934336151218;0.4965314745212951
54579;0.38086912507276;0.4965314745212951
