entrezgene;avg(weighted_scores);max_weighted_v2g
152816;0.463874642081597;0.81358779650967
89874;0.80362607308919;0.80362607308919
51447;0.790955445133153;0.800390514200504
272;0.678039157805171;0.799360559984286
63827;0.430000591191982;0.791796805714346
2033;0.764316628367921;0.791575312939875
83746;0.589748239786101;0.791575312939875
4781;0.705710449103582;0.783717709819618
57819;0.781119165066139;0.781119165066139
54815;0.682299753044753;0.774799648906665
845;0.330512583520488;0.772107792112945
23381;0.398812794699324;0.769638957441843
26608;0.543939354711035;0.768673661093541
51093;0.439348131876153;0.766227627077705
9761;0.765833711575641;0.765833711575641
97;0.483169256412555;0.764872918995255
54805;0.402507563374454;0.763335518246872
3156;0.456662084366784;0.761399448739208
79672;0.39014076617524;0.760584537868409
9644;0.57867683105507;0.757877969925738
1586;0.423625749003726;0.756624904012822
84844;0.732899604383129;0.753881250418928
22999;0.251526825541388;0.753737867530365
2697;0.597351581725083;0.752191854597172
2023;0.40883922843379;0.751826918630186
4053;0.404815037187922;0.749744787337476
9413;0.29744857765019;0.749246096740858
7318;0.67155120463526;0.746845219327847
171023;1.86543276774083;0.745947404402114
23509;0.968264558210308;0.744818890931006
55355;0.500380458878426;0.744797211781942
1460;0.743565359053344;0.743565359053344
83729;0.3639014033604;0.742323917942351
1520;0.74107716998221;0.74107716998221
54578;0.307054802786155;0.737380139006732
796;0.370038131825121;0.733066585914463
55954;0.355221769960258;0.727608903067203
164633;0.422675272170283;0.726508133168463
3070;0.59987345400644;0.724646011940654
35;0.72207178519989;0.72207178519989
119032;0.400008090672067;0.721512675619345
5568;0.457231847747237;0.717240531382556
27351;0.693842725847186;0.716187187897982
9908;0.450908705681403;0.715668837166858
79879;0.641960260987258;0.713370356325845
79696;0.409367904283235;0.708743831335674
3832;0.666782419171607;0.707491451514605
84072;0.705787780935438;0.705787780935438
9673;0.248885624659096;0.705502377655022
8326;0.361388058947525;0.705189074281912
118663;0.525387102478439;0.703037867566453
283377;0.258659258208118;0.702864367218704
375033;0.114283870362054;0.70172609831064
23034;0.698117425245815;0.698117425245815
51077;0.409833395351238;0.691478555785271
3604;0.13607826516371;0.689174675411004
22978;0.304353440749316;0.688087768378619
7252;0.35442598927069;0.686318037433728
7748;0.472804871188345;0.684011732852852
10087;0.254564863733079;0.680659321897559
51231;0.53668268462454;0.67771172359384
10180;0.571820275076403;0.672160697395062
80222;0.670498391888666;0.670498391888666
8798;0.373940147806803;0.665961933926893
894;0.372796051044319;0.665961933926893
10677;0.22179151247554;0.665374537426619
79837;0.111378976407049;0.665374537426619
94039;0.60694767301402;0.657583363141663
266629;0.53540924320598;0.653857319851616
116224;0.218831952289198;0.652765174895176
8395;0.181950960700012;0.652765174895176
79753;0.491778190233561;0.644799614905882
4914;0.184248968861776;0.643334904642906
79590;0.314894835318407;0.641365797868202
79627;0.416663913298332;0.641326833640673
25831;0.640364433673872;0.640364433673872
28956;0.109910744739438;0.637932816646036
401251;0.637341736331437;0.637341736331437
1513;0.635209002841894;0.635209002841894
22834;0.390134689674841;0.633027095017395
149175;0.43190382282168;0.632266829765384
116986;0.374090041923369;0.628409285347362
54206;0.367499621223512;0.626522432191821
10540;0.2308168328014;0.621141012233488
5581;0.475831563305439;0.612858820004416
84277;0.399899553460017;0.610810503751381
155382;0.360667395840848;0.610810503751381
6694;0.425979694505656;0.6092134357397
1456;0.606796326808086;0.606796326808086
54955;0.343792938444123;0.603107713778925
55143;0.323571163650881;0.603107713778925
150356;0.389153018762234;0.603105000335143
5228;0.492345330192175;0.602187588631971
3303;0.601933862090802;0.601933862090802
4439;0.601933862090802;0.601933862090802
4170;0.599919613795122;0.599919613795122
29925;0.52239960641015;0.597476175462277
327;0.298835293302833;0.597476175462277
25981;0.520383495848916;0.59711230945321
4804;0.380115589127053;0.593462901578808
10123;0.187348206002411;0.592617821848509
3798;0.189542950304078;0.591444033268106
128229;0.411382643445807;0.591375957523918
11180;0.422082218588563;0.588619872527791
60385;0.346787509562566;0.588094210083821
79847;0.193067777720784;0.583057575937595
1558;0.567631572552307;0.577867633126518
6804;0.309715982804914;0.577282698278795
1565;0.513895881722582;0.570238224905809
7407;0.566525987850166;0.566525987850166
8615;0.331560478129197;0.565001713552783
133;0.179369215233284;0.564918804185879
56882;0.56463022474835;0.56463022474835
2735;0.34573791093732;0.564248512414426
140688;0.819300780024107;0.558614168198254
221322;0.457510210823139;0.557525650514784
4141;0.330377743326163;0.556742938456763
64333;0.31395928810858;0.556742938456763
10330;0.252212745548936;0.5501559933625
3624;0.440078431157176;0.549838685486955
79957;0.308888707875784;0.54922532506857
114827;0.466821910498198;0.548694321161988
5525;0.226766726845953;0.544893891442846
8545;0.36228775247638;0.54322295198743
9148;0.239334466188148;0.539783590090993
55695;0.238835261861691;0.538071562765478
23248;0.530410211127238;0.530410211127238
170506;0.465990941841237;0.530332597042334
51426;0.249879369377375;0.529401694809212
29956;0.529340835701579;0.529340835701579
405;0.529340835701579;0.529340835701579
79019;0.511252534834768;0.52771687529325
55248;0.254787886318413;0.527372964716463
8999;0.296445061456172;0.527334932649264
91689;0.495604596621046;0.526900119812968
100528007;0.304879104205185;0.525238986598173
100287898;0.29340155013756;0.524163750819464
8372;0.472349635319587;0.522791653529493
120227;0.299203067308934;0.519824872168017
1982;0.345773474399177;0.517842237170389
4234;0.517513529109592;0.517513529109592
10106;0.517513529109592;0.517513529109592
196403;0.0659704785593764;0.517513529109592
115557;0.0499666873843607;0.517513529109592
5910;0.514776926459957;0.514776926459957
4803;0.355702565995252;0.514738528075296
2643;0.513583201375106;0.513583201375106
51684;0.176388978459696;0.513488206081405
4676;0.316655578600758;0.513008799639639
5002;0.151342189036072;0.513008799639639
283571;0.339003138741983;0.512201424326621
9480;0.444086848248825;0.508073212024219
8224;0.505387220975852;0.505387220975852
3753;0.261687334130606;0.502482815644893
1388;0.496783205254975;0.496783205254975
54659;0.336003438968707;0.496531474521295
54657;0.325599911220715;0.496531474521295
54579;0.321624173271722;0.496531474521295
3117;0.495710239368896;0.495710239368896
7919;0.495710239368896;0.495710239368896
100507436;0.495710239368896;0.495710239368896
80335;0.435008634125905;0.495502364017458
11315;0.194869293219824;0.492205380430275
29937;0.202627249797291;0.489703467236715
10956;0.276117057903827;0.481668436184253
1019;0.300159537764856;0.480548277030336
92979;0.300159537764856;0.480548277030336
114785;0.226323237741739;0.480548277030336
1649;0.223187806958261;0.480548277030336
54577;0.283329766896327;0.479032542592248
80714;0.408099028638347;0.475894096752673
10566;0.281516779050031;0.475687095662066
4704;0.281516779050031;0.475687095662066
6877;0.19211775160208;0.474196432707582
25896;0.369953195042764;0.470056068923864
22984;0.214052973627598;0.468902916644701
84747;0.467222919835223;0.467222919835223
23408;0.241244542538958;0.467104803100486
153241;0.465102353881421;0.465102353881421
148113;0.408927510963817;0.464176491629409
3123;0.4635212627865;0.4635212627865
10237;0.351702239919283;0.462936890353488
7920;0.46137533101434;0.46137533101434
3416;0.431797630487867;0.460941400229212
4758;0.46030236512826;0.46030236512826
1755;0.288410989817656;0.454906855484175
5245;0.414250394494954;0.454636445309871
4668;0.438216458429801;0.452328750251357
1605;0.34878472350611;0.449238715262356
10763;0.327938898571098;0.446552971652225
4000;0.126693009033467;0.446552971652225
5868;0.446430419467405;0.446430419467405
391104;0.344880751441376;0.444121007576096
91419;0.233100683235602;0.443583024951079
7375;0.322831615304817;0.442579714760479
25888;0.292872745979213;0.43851935056072
91754;0.23394403836501;0.43707023942586
3276;0.241015712792237;0.436381080665772
56252;0.322679257661589;0.436203272837051
4751;0.15871547483384;0.435915113154276
81558;0.200976750120605;0.435206127824459
55356;0.434699101389038;0.434699101389038
256006;0.158175005356033;0.433740995994235
100526772;0.377855539275497;0.433228099993049
9926;0.222857354440868;0.430823015224757
9646;0.375605397436778;0.426325631991619
5460;0.424894490887625;0.424894490887625
1192;0.424894490887625;0.424894490887625
63929;0.235225605125011;0.41806142068686
5008;0.194743318914933;0.416306182109991
64925;0.26153587649802;0.415059652363975
200942;0.26153587649802;0.415059652363975
5859;0.224378121842763;0.415059652363975
51301;0.337181827417508;0.414008988615564
54600;0.273238659841198;0.413776228767745
54575;0.232230053068079;0.413776228767745
5654;0.366041775242379;0.413551686803796
387715;0.366041775242379;0.413551686803796
136647;0.32766067709596;0.412098698028232
1747;0.323095333604474;0.409172800778884
5932;0.35074084845851;0.407969295414369
10098;0.405581820847239;0.405581820847239
4852;0.392521078489239;0.404717076470429
10668;0.403529658223297;0.403529658223297
11011;0.318246106742727;0.402103548155408
57130;0.358435282113997;0.401743156095861
833;0.289016321289507;0.399006844164163
58506;0.217823642692901;0.39671007333252
1382;0.309575211665584;0.395898402857173
162466;0.258441285056619;0.395641934385872
51700;0.394815025983653;0.394815025983653
283298;0.394815025983653;0.394815025983653
9992;0.332332130817338;0.391383429966305
54065;0.332332130817338;0.391383429966305
55230;0.162640560733675;0.390526940539416
3087;0.383546962002308;0.390309125285581
58530;0.389486616646989;0.389486616646989
150280;0.324865655494792;0.389316498787846
23632;0.388183279514491;0.388183279514491
11344;0.316055821331881;0.383706117455723
7812;0.08579388422323;0.382768402553978
9478;0.382273298047001;0.382273298047001
51367;0.382273298047001;0.382273298047001
26290;0.213026314882468;0.380549676529653
632;0.28680093314272;0.37875924405889
387;0.323458326896519;0.377326956694523
6988;0.323458326896519;0.377326956694523
150368;0.318280286463436;0.376357228437834
111064647;0.351256011818292;0.37607742829899
765;0.222671018202917;0.374967566746707
8927;0.273831729838341;0.373422609663923
64769;0.194238483251023;0.373120907241031
23613;0.352661940087976;0.37261701284472
5326;0.595855112744805;0.372409445465503
64376;0.208630511169418;0.371743866678524
36;0.208630511169418;0.371743866678524
2235;0.337828235466247;0.37077144387058
4677;0.308495052278393;0.37077144387058
1594;0.369652520792566;0.369652520792566
6302;0.356815938375713;0.369331176931397
11101;0.0490785303004585;0.366205001917693
255022;0.225743070284596;0.363918192543028
5682;0.0995024632355768;0.363111648899146
9770;0.360122204111084;0.360122204111084
79587;0.35941202236311;0.35941202236311
3621;0.35941202236311;0.35941202236311
2217;0.140762593279242;0.35878855954968
55023;0.299302572156756;0.358733486244407
169693;0.070930518604266;0.357789733298084
126129;0.244710740422487;0.357039065999268
23521;0.0909175062196125;0.357039065999268
7049;0.347448748712718;0.357017547371352
153443;0.356939015769462;0.356939015769462
6643;0.356939015769462;0.356939015769462
11248;0.294920800326291;0.356077740947285
124872;0.17806396824754;0.356077740947285
80739;0.354078742406354;0.354078742406354
259215;0.354078742406354;0.354078742406354
110599563;0.354078742406354;0.354078742406354
55793;0.352893890467719;0.352893890467719
149428;0.352893890467719;0.352893890467719
10962;0.352893890467719;0.352893890467719
7078;0.349069778208902;0.349069778208902
6847;0.171932127723597;0.343159018716864
1028;0.145445536166651;0.342005866426426
116969;0.100894792690715;0.342005866426426
2876;0.310696255362233;0.339594261025071
2547;0.328662343822351;0.339246562688518
246175;0.262697190610732;0.339001028131669
55153;0.0970859982308365;0.339001028131669
27163;0.0641467566450678;0.339001028131669
5546;0.263132096263751;0.336337250713964
11243;0.261966372001544;0.336337250713964
100527963;0.261966372001544;0.336337250713964
403;0.21070415208932;0.33627773511681
284656;0.30184713220379;0.335808816516928
101928147;0.284856112129146;0.33547151139969
388820;0.284856112129146;0.33547151139969
4632;0.217614629185948;0.332731489704418
2583;0.019569839336077;0.332687268713309
54681;0.199148684308147;0.332213488661518
375341;0.26064628427167;0.331098678296883
54576;0.213060367870564;0.331020983014196
51592;0.217835593642962;0.32917150650647
8458;0.328272588287696;0.328543318675494
400709;0.308130614611899;0.327827334261211
10577;0.160065509196012;0.327020909344308
122961;0.160065509196012;0.327020909344308
25936;0.265717611712156;0.326936334865707
128387;0.265717611712156;0.326936334865707
3976;0.222389417964013;0.326928659925808
23541;0.149916801867244;0.326928659925808
3068;0.230059371554196;0.326525697056507
51460;0.218287423875334;0.324921074994787
729020;0.183534748052374;0.324680704028705
51046;0.295599706032966;0.324425013386758
119395;0.211186342582876;0.323870154054596
5453;0.251197760632883;0.321637701199927
28966;0.321245114192516;0.321245114192516
3106;0.320816799937878;0.320816799937878
6659;0.0640637340741614;0.320318670370807
58486;0.281704048077584;0.319744223993714
8463;0.310112775917362;0.31892316404416
27120;0.310112775917362;0.31892316404416
57827;0.318670868165718;0.318670868165718
55937;0.318670868165718;0.318670868165718
1589;0.318670868165718;0.318670868165718
100532732;0.318670868165718;0.318670868165718
23245;0.19775301871032;0.318175576106644
8468;0.236066650185989;0.313417366347516
135892;0.236066650185989;0.313417366347516
11188;0.256482728023266;0.312695267844951
7134;0.256482728023266;0.312695267844951
79755;0.289272938084978;0.312548051293128
2176;0.311857566235327;0.311857566235327
83983;0.296966410708962;0.309450994419606
51079;0.296966410708962;0.309450994419606
7561;0.284792375675754;0.309450994419606
81931;0.236217295704869;0.309450994419606
56920;0.242760579594486;0.306964893964579
23232;0.274679410271415;0.305114110290801
344758;0.224998322295935;0.303047198309905
84126;0.298085750809757;0.301861565355618
54870;0.186645426173311;0.301861565355618
10690;0.142205625610904;0.300732701963633
9921;0.297323676258778;0.297323676258778
84274;0.297323676258778;0.297323676258778
54806;0.295798785968214;0.295798785968214
6231;0.295722016634053;0.295722016634053
79180;0.260608717390574;0.295195913091308
11330;0.257972241067232;0.295195913091308
11143;0.191085701760958;0.29459620295222
339834;0.198333399170111;0.294309936263895
646498;0.198333399170111;0.294309936263895
10175;0.293476115071489;0.293476115071489
81603;0.183355988974641;0.291528787968797
6120;0.179815477160269;0.291140053491365
23093;0.289342658473665;0.290685252750496
11161;0.289342658473665;0.290685252750496
50508;0.285028509705746;0.28997745079346
57556;0.286447637408286;0.288793493541033
23627;0.288097763288867;0.288097763288867
5617;0.251027703038922;0.287550191626461
55739;0.287529617890488;0.287529617890488
83451;0.211675103181674;0.287440237059473
10412;0.287368980898956;0.287368980898956
84340;0.287368980898956;0.287368980898956
25849;0.156662263055737;0.287292034290827
2793;0.244826458055331;0.285746820552053
3119;0.283262993925083;0.283262993925083
259197;0.283262993925083;0.283262993925083
4277;0.283262993925083;0.283262993925083
4049;0.283262993925083;0.283262993925083
4050;0.283262993925083;0.283262993925083
7124;0.283262993925083;0.283262993925083
2029;0.282315112374175;0.282315112374175
1953;0.129392298971608;0.281828793740004
1628;0.271348678927692;0.27905776853864
27036;0.271348678927692;0.27905776853864
6237;0.204210863229337;0.27905776853864
8314;0.228188127650768;0.278652411078164
162333;0.227862827823903;0.273453442885053
440515;0.247671574337134;0.270769620117155
3913;0.186515281272291;0.264128869686166
950;0.263667466324632;0.263667466324632
100129583;0.263667466324632;0.263667466324632
211;0.136269576763606;0.261903178529985
63891;0.174545596392661;0.261395826764746
4485;0.174545596392661;0.261395826764746
9047;0.171958967376431;0.261220557645205
9371;0.260686611825852;0.260686611825852
6773;0.242998904312582;0.258756764554796
80143;0.101367946029482;0.257369264037648
2764;0.256791600687553;0.256791600687553
6746;0.0600096688767791;0.256546319147281
4893;0.0685918552022724;0.256022282838365
339175;0.244784881598951;0.255181097867855
8655;0.254848865364667;0.254848865364667
8683;0.254848865364667;0.254848865364667
6927;0.254848865364667;0.254848865364667
121665;0.254848865364667;0.254848865364667
81025;0.25446372377667;0.25446372377667
26292;0.25446372377667;0.25446372377667
284654;0.206911183300188;0.25446372377667
467;0.0558039690648868;0.254283816006661
4771;0.175171488177077;0.254277846608962
7776;0.252620716529666;0.252620716529666
51225;0.23229528113239;0.252511031101902
79176;0.125734902798172;0.252208301337607
9962;0.252085542877758;0.252085542877758
29058;0.252085542877758;0.252085542877758
5621;0.252085542877758;0.252085542877758
55647;0.251588415654177;0.251588415654177
1365;0.188285277711354;0.251510207427039
539;0.229438487026556;0.251241407822446
10728;0.151651420277723;0.250010518628724
57507;0.249857311038623;0.249857311038623
33;0.14524098117452;0.249548617278313
151651;0.248016899704114;0.248016899704114
2662;0.247950868333103;0.247950868333103
4795;0.247855119684448;0.247855119684448
401250;0.247855119684448;0.247855119684448
534;0.247855119684448;0.247855119684448
100532737;0.247855119684448;0.247855119684448
9184;0.209366243748332;0.247829244452349
3167;0.209366243748332;0.247829244452349
80007;0.158504690791311;0.247829244452349
64693;0.190522536869965;0.246137106747469
63036;0.217173931158811;0.245996594242757
51032;0.217173931158811;0.245996594242757
199800;0.231097960958924;0.245870500695908
83596;0.227374703884167;0.245870500695908
3661;0.227374703884167;0.245870500695908
7262;0.18606517772964;0.239172289998614
9883;0.192052233548713;0.237437398748118
8317;0.221756381024269;0.237213001273583
341277;0.236889015590191;0.236889015590191
56242;0.210550772998514;0.232088245814704
8405;0.207125197247477;0.227318222654935
2353;0.117165155105257;0.226057800827395
10478;0.156390920230361;0.2258143370627
386724;0.149520610847379;0.224053565798354
10869;0.148782585602839;0.220732452197921
10286;0.218848392191797;0.219028879116996
146779;0.187492882767668;0.218726655315304
676;0.201478168582163;0.218371868447202
29889;0.174749405057227;0.218163472399124
90806;0.169128614384597;0.217957556577138
93973;0.216614049996524;0.216614049996524
8882;0.216580936354417;0.216580936354417
116519;0.216580936354417;0.216580936354417
84811;0.216580936354417;0.216580936354417
7802;0.1442464900379;0.215768535967551
55608;0.215647213417866;0.215647213417866
1364;0.160103063907645;0.215580177794605
155368;0.129671768086994;0.215580177794605
115650;0.119554731662259;0.214032396074899
80224;0.213454811224624;0.213454811224624
2856;0.213454811224624;0.213454811224624
26095;0.212529315714088;0.212529315714088
2658;0.212529315714088;0.212529315714088
5949;0.212529315714088;0.212529315714088
717;0.212447245443812;0.212447245443812
221527;0.212447245443812;0.212447245443812
10919;0.212447245443812;0.212447245443812
80736;0.212447245443812;0.212447245443812
1337;0.212374054470556;0.212374054470556
8638;0.212374054470556;0.212374054470556
51499;0.212374054470556;0.212374054470556
9129;0.211736334280631;0.211736334280631
8416;0.211736334280631;0.211736334280631
22849;0.182891794952173;0.211668602540342
54708;0.182891794952173;0.211668602540342
2587;0.210517263774721;0.210517263774721
285237;0.195142228787939;0.20893190461055
64122;0.192848625389986;0.208365367528752
151050;0.163986995567869;0.207957181065261
320;0.0203052843528904;0.206780722666671
399814;0.168545018081449;0.206775843401898
55133;0.195324310845631;0.203055633133993
506;0.0836070793007672;0.201876502765123
27180;0.193820484948351;0.1993269775276
6205;0.096438249999255;0.1993269775276
151649;0.198413519763291;0.198413519763291
57479;0.156048857672612;0.19835503666626
143425;0.197407512991826;0.197407512991826
23341;0.17373914492705;0.196797275394205
842;0.17373914492705;0.196797275394205
3645;0.132737079630207;0.195915418233904
126123;0.157788564380706;0.191974879115634
3742;0.107657254203717;0.190274838264826
127262;0.120301808569896;0.188550076580489
26057;0.188333904517594;0.188333904517594
65008;0.188333904517594;0.188333904517594
64121;0.12575330379487;0.188131682026413
9807;0.099969797280106;0.186711304831961
389118;0.099969797280106;0.186711304831961
389119;0.0873922320569553;0.186711304831961
55509;0.16711996789429;0.186446853066823
284805;0.186204722732751;0.186204722732751
5205;0.168914117733123;0.18538572193529
27115;0.184874241230134;0.184874241230134
79258;0.0974431947011161;0.184183660180448
54453;0.17522223629057;0.184109872821076
93487;0.18342257191968;0.18342257191968
122809;0.18342257191968;0.18342257191968
11169;0.18342257191968;0.18342257191968
10121;0.0786660255282249;0.182205492480498
10633;0.126427705917838;0.181627033292115
4744;0.0599496632751697;0.181627033292115
51106;0.178142818566092;0.181235906745913
167691;0.12414407526306;0.180810728323068
337;0.180484113628681;0.180484113628681
345;0.180484113628681;0.180484113628681
335;0.180484113628681;0.180484113628681
64781;0.18013422676184;0.180385990020985
135886;0.115528442751268;0.179650148162171
118738;0.177107763095073;0.177107763095073
6499;0.177039371203177;0.177039371203177
7936;0.177039371203177;0.177039371203177
629;0.177039371203177;0.177039371203177
54536;0.141625767930677;0.176872862878651
7161;0.0647053301663754;0.176775243544695
49856;0.0647053301663754;0.176775243544695
51107;0.176446945233859;0.176446945233859
148523;0.176446945233859;0.176446945233859
79626;0.176446945233859;0.176446945233859
91869;0.108342362797145;0.176432070346265
4440;0.169899243576444;0.169899243576444
64897;0.169899243576444;0.169899243576444
4311;0.0963251704311347;0.169024111316356
862;0.144999416095201;0.167497558794169
79784;0.154065307305949;0.163913667130605
5639;0.154065307305949;0.163913667130605
51070;0.154065307305949;0.163913667130605
581;0.080308168528846;0.163913667130605
80303;0.131910812104096;0.163862253112607
4009;0.163245049545715;0.163245049545715
